Word,Part of Speech,CEFR Level
tiresome,adjective,B2
tiring,adjective,B1
tissue,n.,B2
title,noun,A2
to,preposition,A1
toast,noun,A2
tobacco,n.,C1
today,noun,A1
toe,n.,B1
toenail,noun,B2
together,adv.,A1
toil,verb,B2
toilet,n.,A1
tolerance,n.,C1
tolerant,adjective,B2
tolerate,v.,C1
toll,n.,C1
tomato,n.,A1
tomb,noun,B2
tomorrow,noun,A1
ton,n.,B2
tone,n.,B2
tongue,n.,B1
tonight,noun,A2
tonne,n.,B2
too,adv.,A1
tool,n.,A2
tooth,n.,A1
toothache,noun,A2
toothbrush,noun,A2
toothpaste,noun,B1
top,v.,C1
topic,n.,A1
torch,noun,B2
tornado,noun,B1
tortoiseshell,noun,B2
torture,verb,B2
toss,v.,C1
total,v.,C1
totally,adv.,B1
touch,verb,B1
tough,adj.,B2
tour,verb,B1
tour guide,noun,A2
tourism,n.,A2
tourist,n.,A1
tournament,n.,B2
toward/towards,preposition,A2
towel,n.,A2
tower,n.,A2
town,n.,A1
toxic,adj.,C1
toy,noun,A1
trace,verb,B2
track,verb,B2
tracksuit,noun,B1
trade,verb,B2
trademark,n.,C1
trader,noun,B2
trading,n.,B2
tradition,n.,A2
traditional,adj.,A2
traditionally,adverb,B1
traffic,n.,A1
traffic jam,noun,B1
traffic light,noun,A2
tragedy,n.,B2
tragic,adjective,B1
trail,verb,B2
trailer,n.,C1
train,verb,A2
trainee,noun,B2
trainer,n.,B1
training,n.,A2
trait,n.,B2
traitor,noun,B2
tram,noun,A2
tramp,noun,B2
trample,noun,B2
transaction,n.,C1
transcript,n.,C1
transfer,verb,B1
transform,v.,B2
transformation,n.,C1
transfusion,noun,B2
transient,adjective,B2
transistor,noun,B2
transit,n.,C1
transition,n.,B2
transitional,adjective,B1
transitive,adjective,B2
translate,v.,B1
translation,n.,B1
translator,noun,B2
transmission,n.,C1
transmit,v.,B2
transparency,n.,C1
transparent,adj.,C1
transport,v.,B1
transportation,n.,B2
trap,noun,A2
trash,n.,A2
trauma,n.,C1
travel,verb,A1
travel agent,noun,B1
traveler,n.,A2
traveler/traveller,noun,A2
traveller,n.,A2
traverse,noun,B2
tray,noun,B2
tread,verb,B2
treasure,n.,B2
treat,v.,B1
treatment,n.,B1
treaty,n.,C1
tree,n.,A1
trek,noun,B2
tremble,verb,B1
tremendous,adj.,C1
tremendously,adverb,B2
tremor,noun,B2
trend,n.,B1
trial,n.,B2
triangle,noun,B2
tribal,adj.,C1
tribe,n.,B2
tribunal,n.,C1
tribute,n.,C1
trick,verb,B2
tricky,adjective,B2
trigger,noun,B1
trim,noun,B1
trio,n.,C1
trip,verb,B2
triumph,n.,C1
trivial,adjective,B2
trolley,noun,B2
troop,n.,B2
trophy,n.,C1
tropic,adjective,B2
tropical,adj.,B2
trouble,verb,B1
troubled,adj.,C1
troublesome,adjective,B2
trousers,n.,A1
truck,n.,A1
true,adj.,A1
truly,adv.,B2
trumpet,noun,B1
trunk,noun,B2
trust,verb,A2
trustee,n.,C1
trustworthy,adjective,B1
trusty,adjective,B2
truth,n.,B1
truthful,adjective,B2
truthfulness,noun,B2
try,verb,A2
tsunami,n.,B2
tub,noun,B2
tube,n.,B1
tuberculosis,noun,B2
tug,noun,B2
tuition,n.,C1
tulip,noun,B2
tumble,verb,B1
tumor/tumour,noun,B2
tuna,noun,B1
tune,n.,B2
tunnel,n.,B2
turbulence,noun,B1
turbulent,adjective,B2
turkey,noun,A1
turn,verb,A1
turning,noun,B1
turnout,n.,C1
turnover,n.,C1
turtle,noun,B1
tutor,noun,B2
twelve,number,A1
twenty,number,A1
twice,adv.,A1
twin,noun,B1
twinkle,noun,B2
twist,verb,B1
twisted,adjective,B2
two,number,A1
type,verb,B1
typhoid,noun,B2
typical,adj.,A2
typically,adv.,B1
tyranny,noun,B2
tyrant,noun,B2
tyre,n.,B1
ugly,adj.,B1
ultimate,adj.,B2
ultimately,adv.,B2
umbrella,n.,A1
unable,adj.,B1
unacceptable,adj.,B2
unafraid,adjective,B1
unashamedly,adverb,B2
unattractive,adjective,B2
unauthorized/unauthorised,adjective,B2
unavailable,adjective,B2
unaware,adjective,B2
unbearable,adjective,B2
unbeatable,adjective,B2
unbelievable,adjective,B1
uncertain,adjective,A2
uncertainty,n.,B2
unchanged,adjective,B2
uncharacteristic,adjective,B2
uncle,n.,A1
unclear,adjective,B1
unclearly,adverb,B2
uncomfortable,adj.,B1
uncomfortably,adverb,B2
uncommon,adjective,B2
unconcerned,adjective,B2
unconscious,adj.,B2
uncontrollable,adjective,B1
uncover,verb,B1
under,preposition,A1
underage,adjective,B1
underestimate,verb,B2
undergo,v.,B2
undergraduate,n.,C1
underground,adverb,B2
underline,verb,B1
underlying,adj.,C1
undermine,v.,C1
underneath,preposition,B1
underpants,noun,B1
undersea,adjective,B2
understand,v.,A1
understandable,adjective,B2
understanding,n.,A2
undertake,v.,B2
underwater,adverb,B2
underwear,n.,B1
undo,verb,B1
undoubtedly,adv.,C1
undreamed,adjective,B2
undress,verb,B1
undressed,adjective,B2
unease,noun,B2
uneasily,adverb,B2
uneasy,adjective,A2
unemployed,adj.,B1
unemployment,n.,B1
unenthusiastic,adjective,B2
uneven,adjective,B2
unexpected,adj.,B2
unexpectedly,adverb,B1
unfair,adj.,B1
unfairly,adverb,B1
unfamiliar,adjective,B2
unfashionable,adjective,B2
unfit,adjective,B1
unfold,v.,B2
unforeseen,adjective,B2
unforgettable,adjective,A2
unfortunate,adj.,B2
unfortunately,adv.,A2
unfriendly,adjective,B1
ungodly,adjective,B2
unhappiness,noun,B2
unhappy,adj.,A2
unhealthy,adjective,A2
unheard,adjective,B1
unhelpful,adjective,B2
uniform,n.,A2
unify,v.,C1
unimaginable,adjective,B2
unimaginably,adverb,B2
unimportant,adjective,A2
uninterested,adjective,B1
uninteresting,adjective,B1
union,n.,B1
unique,adj.,B2
unit,n.,A2
unite,v.,B2
united,adj.,A2
unity,n.,B2
universal,adj.,B2
universe,n.,B2
university,n.,A1
unjustly,adverb,B2
unkind,adjective,B2
unknown,adj.,B2
unless,conjunction,B1
unlike,preposition,B2
unlikely,adj.,B1
unlimited,adjective,B2
unload,verb,B2
unlock,verb,B2
unlucky,adjective,B1
unmistakable,adjective,B2
unmistakably,adverb,B2
unnatural,adjective,B2
unnecessary,adj.,B1
unofficial,adjective,B2
unpack,verb,B1
unpleasant,adj.,B1
unpopular,adjective,B2
unprecedented,adj.,C1
unpredictable,adjective,B1
unrealistic,adjective,B2
unreasonable,adjective,B2
unrelated,adjective,B1
unreliable,adjective,B2
unrest,noun,B2
unsafe,adjective,B2
unsatisfactory,adjective,B2
unselfish,adjective,B2
unstoppable,adjective,B2
unsuccessful,adjective,B2
unsuitable,adjective,B2
unsure,adjective,B2
untalented,adjective,B2
unthinkably,adverb,B2
untidy,adjective,B1
untie,verb,B2
until,preposition,A1
unto,preposition,B2
untreated,adjective,B2
untrimmed,adjective,B2
unusual,adj.,A2
unusually,adverb,B1
unusualness,noun,B2
unveil,v.,C1
unwanted,adjective,B1
unwell,adjective,B1
unwilling,adjective,B2
unwise,adjective,B2
unworldly,adjective,B2
up,preposition,A1
up-to-date,adjective,B1
upbringing,noun,B2
upcoming,adj.,C1
update,verb,B1
upgrade,verb,B2
uphold,v.,C1
uplifted,adjective,B1
upload,verb,B1
upon,preposition,A2
upper,adj.,B2
upright,adverb,B2
upset,verb,B2
upside down,adverb,B2
upstairs,noun,B1
upward,adv.,B2
upwards,adv.,B2
urban,adj.,B2
urge,v.,B2
urgent,adj.,B2
urgently,adverb,B2
us,pronoun,A1
usage,n.,B2
use,verb,A1
used,adjective,A2
used to,modal auxiliary,B1
used1,adj.,B1
used2,adj.,B1
useful,adj.,A1
useless,adj.,B2
user,n.,A2
usher,verb,B2
usual,adj.,A2
usually,adv.,A1
utility,n.,C1
utilize,v.,C1
utilize/utilise,verb,B2
utter,verb,B2
utterly,adv.,C1
vacancy,noun,B1
vacant,adjective,B2
vacation,n.,A1
vaccine,noun,B2
vacuum,n.,C1
vague,adj.,C1
vain,adjective,B1
valentine,noun,B2
valid,adj.,B2
validity,n.,C1
valley,n.,A2
valuable,adj.,B1
value,verb,B2
van,n.,B2
vanish,v.,C1
vanity,noun,B2
variation,n.,B2
varied,adj.,C1
variety,n.,A2
various,adj.,B1
vary,v.,B2
vase,noun,A1
vast,adj.,B2
vegetable,n.,A1
vegetarian,noun,B1
vehicle,n.,A2
vein,n.,C1
venture,noun,B2
venue,n.,B2
verb,noun,A2
verbal,adj.,C1
verbally,adverb,B2
verdict,n.,C1
verify,v.,C1
verse,n.,C1
version,n.,B1
versus,preposition,B2
vertical,adj.,B2
very,adverb,A1
vessel,n.,C1
vet,noun,B1
veteran,n.,C1
via,preposition,B1
vibrant,adj.,C1
vibrate,verb,B2
vibration,noun,B2
vice,n.,C1
vice president,noun,B1
vicious,adj.,C1
victim,n.,B1
victory,n.,B2
video,n.,A1
video clip,noun,B1
video game,noun,A2
view,verb,B1
viewer,n.,B1
viewpoint,n.,B2
vigor/vigour,noun,B2
vigorous,adjective,B2
vigorously,adverb,B2
villa,noun,B2
village,n.,A2
villager,n.,C1
vinegar,noun,B2
violate,v.,C1
violation,n.,C1
violence,n.,B2
violent,adj.,B1
violently,adverb,B1
violin,noun,A2
virtual,adj.,B2
virtual reality,noun,B2
virtually,adverb,B2
virtue,n.,C1
virus,n.,A2
visa,n.,B2
visible,adj.,B2
visibly,adverb,B2
vision,n.,B2
visit,verb,A1
visitor,n.,A1
visual,adj.,B2
visually,adverb,B1
vital,adj.,B2
vitamin,n.,B2
vivid,adjective,B1
vividly,adverb,B1
vocabulary,noun,A2
vocal,adj.,C1
vocalist,noun,B2
voice,n.,A2
volcano,noun,B1
volleyball,noun,A1
volume,n.,B2
voluntary,adj.,B2
volunteer,verb,B1
vomit,noun,B2
vote,verb,B1
voter,noun,B2
voting,n.,B2
vow,v.,C1
vowel,noun,B1
voyage,noun,B1
vulnerability,n.,C1
vulnerable,adj.,C1
wage,n.,B2
wagon,noun,B1
waist,noun,B2
waistcoat,noun,B2
wait,verb,A1
waiter,n.,A1
waitress,noun,A1
wake,v.,A1
walk,verb,A1
walkabout,noun,B2
walker,noun,B2
walking,noun,A2
wall,n.,A1
wallboard,noun,B2
wallet,noun,A2
walnut,noun,B2
wander,v.,B2
want,v.,A1
war,n.,A2
ward,n.,C1
wardrobe,noun,B1
warehouse,n.,C1
warfare,n.,C1
warm,verb,B1
warming,n.,B2
warmly,adverb,B1
warmth,noun,B1
warn,v.,B1
warning,n.,B1
warranty,noun,B1
warrior,n.,C1
warship,noun,B2
wartime,noun,B2
was,be-verb,A1
wash,verb,A1
washbowl,noun,B1
washing,n.,A2
washing machine,noun,A2
washing-up,noun,A2
wasp,noun,B2
waste,verb,B1
wasteful,adjective,B1
watch,verb,A1
water,noun,A1
water,verb,B2
waterfall,noun,B1
waterproof,adjective,B2
wave,verb,B1
wax,verb,B1
way,noun,A1
we,pronoun,A1
weak,adj.,A2
weaken,v.,C1
weakly,adverb,B2
weakness,n.,B2
wealth,n.,B2
wealthy,adj.,B2
weapon,n.,B1
wear,v.,A1
wearisome,adjective,B2
weary,adjective,B2
weather,n.,A1
weather forecast,noun,B1
weave,v.,C1
web,n.,A2
web page,noun,A2
webcam,noun,B1
website,n.,A1
wed,verb,B2
wedding,n.,A2
weed,n.,C1
week,n.,A1
weekday,noun,A2
weekend,n.,A1
weekly,adj.,B2
weep,noun,A2
weigh,v.,B1
weight,n.,A2
weird,adj.,B2
welcome,verb,A1
welfare,n.,B2
well,n.,C1
well-balanced,adjective,B2
well-being,n.,C1
well-built,adjective,B2
well-dressed,adjective,B1
well-known,adjective,A2
well-organized/well-organised,adjective,B2
well-paid,adjective,B2
were,be-verb,A1
west,noun,A2
western,adj.,B1
westward,adverb,B1
wet,adj.,A2
wetland,noun,B1
whale,noun,B1
what,pronoun,A1
whatever,pronoun,B1
whatsoever,adv.,C1
wheat,n.,B2
wheel,n.,A2
wheelchair,noun,A2
when,conjunction,A1
whenever,conjunction,B1
where,conjunction,A1
whereas,conjunction,B2
whereby,adv.,C1
wherever,conjunction,B1
whether,conjunction,B1
which,pronoun,A1
whichever,pronoun,B2
while,noun,B1
whip,v.,C1
whiskey/whisky,noun,B2
whisper,verb,B2
whistle,verb,B2
white,noun,A1
who,pronoun,A1
whoever,pronoun,B1
whole,noun,B1
wholly,adv.,C1
whom,pronoun,A2
whose,pronoun,A1
why,adv.,A1
wide,adj.,A2
widely,adv.,B2
widen,v.,C1
widespread,adj.,B2
widow,n.,C1
width,n.,C1
wife,n.,A1
wild,adj.,A2
wilderness,noun,B2
wildlife,n.,B2
wildly,adverb,B1
will,noun,B2
willing,adj.,B2
willingly,adverb,B2
willingness,n.,C1
win,verb,A1
wind,verb,B2
wind1,n.,A2
wind2,v.,B2
winding,adjective,B2
window,n.,A1
windscreen,noun,B1
windshield,noun,B2
windsurfing,noun,B1
windy,adjective,A2
wine,n.,A1
wing,n.,B1
wink,noun,B2
winner,n.,A2
winter,n.,A1
wipe,v.,C1
wire,n.,B2
wisdom,n.,B2
wise,adj.,B2
wish,verb,A2
wit,n.,C1
with,preposition,A1
withdraw,v.,B2
withdrawal,n.,C1
wither,verb,B1
within,preposition,A2
without,preposition,A2
witness,verb,B1
witty,adjective,B2
wizard,adjective,B1
wolf,noun,B2
woman,n.,A1
wonder,verb,A2
wonderful,adj.,A1
wondrous,adjective,B2
wood,n.,A2
woodcarving,noun,B2
wooden,adj.,A2
wool,n.,B1
word,n.,A1
wordlessly,adverb,B2
work,verb,A1
workaholic,adjective,B2
workbench,noun,B2
worker,n.,A1
workforce,n.,B2
working,adj.,A2
workman,noun,B2
workout,n.,C1
workplace,n.,B2
workshop,n.,B2
worktable,noun,B2
world,n.,A1
worldly,adjective,B2
worldview,noun,B2
worldwide,adverb,A2
worm,n.,B2
worn,adjective,B1
wornout/worn out/worn-out,adjective,B2
worried,adj.,A2
worry,verb,A2
worrying,adjective,B2
worse,noun,B2
worsen,verb,B2
worship,noun,B2
worst,noun,B1
worth,adjective,B1
worthless,adjective,B2
worthwhile,adj.,C1
worthy,adj.,C1
would,modal auxiliary,A1
wound,verb,B2
wrap,v.,B2
wrapping,noun,B1
wreck,noun,B2
wrist,noun,B1
wristwatch,noun,B1
write,v.,A1
writer,n.,A1
writing,n.,A1
written,adj.,B1
wrong,adverb,A2
wrongly,adverb,B2
yacht,noun,B2
yard,n.,A1
yawn,verb,B2
yeah,adverb,A2
year,n.,A1
yearn,verb,B2
yell,v.,C1
yellow,noun,A1
yes,adverb,A1
yesterday,adverb,A1
yet,conjunction,B1
yield,verb,B2
yoga,noun,B1
yogurt/yoghurt,noun,A1
you,pronoun,A1
young,adjective,A1
youngster,n.,C1
your,determiner,A1
yours,pronoun,A1
yourself,pronoun,A1
youth,n.,B1
youthful,adjective,B2
yummy,adjective,B2
zebra,noun,B2
zip,noun,B2
zone,n.,B2
zoo,noun,A1
zoom,noun,B2
